Precio,Localidad,Tamano,Habitaciones,Descripcion,Link,Descripcion_larga,Distrito,Operacion
1400,Piso en Calle Urano Valderas - Los Castillos,90,3,Planta 3ª exterior con ascensor,/inmueble/109374130/,"
San José de Valderas
Grupo Inmobiliario Ares alquila en la Calle Urano, vivienda de 90 m² construidos, muy luminosa y bien distribuida. Dispone de 3 dormitorios, 1 baño completo, un amplio salón con acceso directo a una gran terraza perfecta para disfrutar del aire libre y una cocina espaciosa totalmente equipada, con
",ALCORCONMADRID,alquiler
1500,Chalet adosado en Calle Tomillo 6,41,1,,/inmueble/105501685/,"
¡Descubre una nueva forma de vivir en nuestro coliving!
Tarifas habitación individual
• Estancia mayor a 10 meses: 1.500 €
• Estancia entre 4 y 10 meses: 1.636 €
• Estancia entre 1 y 4 meses: 1.854 €
• Estancia menor a 1 mes: 2.072 €
Pareja o 2 personas
Precio 275 € más en todos los rangos.
Tasa de reserva una m
",ALCORCONMADRID,alquiler
1350,Piso en Calle los Lilos 5,80,2,Planta 4ª exterior con ascensor,/inmueble/98036221/,"
Vivienda luminosa al lado de todos los servicios, 5 minutos en coche al hospital de Alcorcón, 5 andando a la renfe de retamas, 2 minuto andando a parada de autobuses, 2 minutos andado a varios supermercados.
La Universidad Juan Carlos se encuentra a 10 minutos andando.
Piso con 2 habitaciones y 2 baños con plato de du
",ALCORCONMADRID,alquiler
1275,Piso en Calle Sapporo Parque Ondarreta - Urtinsa,80,3,Planta 9ª exterior con ascensor,/inmueble/109297541/,"
SERVICHECK ALQUILA – Disponible de forma inmediata.
Se recomienda visitar en persona para apreciar plenamente la vivienda. También disponible visita virtual en 3D.
***En caso de no poder atender, se responderán mensajes por WhatsApp***.
Para concertar visitas, contactar con Emiliano Correa – 602_250_283.
Característ
",ALCORCONMADRID,alquiler
1000,Piso en Calle Bilbao Casco Antiguo,70,2,Planta 1ª exterior sin ascensor,/inmueble/109427179/,"
- ALCORCON- Vivienda de 70 m², exterior, semi amueblada, reformada y lista para entrar a vivir. La vivienda consta de salón, dos dormitorios y un cuarto de baño completo con plato de ducha y mampara. Pintura gotelé y suelo cerámico. Calefacción y agua caliente individual gas. La vivienda dispone de puerta blindada y te
",ALCORCONMADRID,alquiler
1420,Piso en Calle Estocolmo Parque oeste - Fuente Cisneros,96,3,Planta 4ª interior con ascensor,/inmueble/108912597/,"
Obtén MEDIO MES gratuito firmando el contrato antes del 30/09/25. *Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.
Estupenda vivienda de 3 dormitorios CON TERRAZA en perfecto estado de alquiler. Y además, ¡con garaje incluido!
*Es condición esencial permanecer en la vivienda al menos
",ALCORCONMADRID,alquiler
910,Piso en Calle Espada 30,64,2,Planta 4ª exterior con ascensor,/inmueble/109426380/,"
Aquilamos vivienda cuenta con: 2 Dormitorios Cómodos y
Luminosos, el Dormitorio Principal es exterior y cuenta con Armario Empotrado, además de acceso a una Terraza. Dormitorio Segundo con cama individual aunque se puede tambien con cama más grande. Salón-Comedor espacioso y muy luminoso Exterior con acceso a Espectacu
",ALCORCONMADRID,alquiler
1100,Piso en Calle Comusa 1,72,2,Bajo exterior con ascensor,/inmueble/106331014/,"
CONTACTAR POR WHATSAPP Bajo de 70 metros (con altura) con 2 habitaciones y un baño, todo muy amplio. A escasos 10min andando de la renfe y metro. Alquiler de manera particular. Se pedirá 2 meses de fianza (uno a modo reserva) más el mes de entrada en curso. Se realizará estudio de solvencia, abstenerse personas que no
",ALCORCONMADRID,alquiler
1200,Dúplex en Avenida M-40 Campodón - Ventorro del Cano,133,1,Planta 1ª exterior con ascensor,/inmueble/109420883/,"
Se alquila con exclusividad este encantador loft dúplex de 133m², ubicado en una urbanización cerrada con portero fisico en el polígono industrial Ventorro del Cano! La cocina abierta al salón te da la bienvenida al inmueble. Equipada con todos los electrodomésticos necesarios, ofrece gran capacidad de almacenaje. Desd
",ALCORCONMADRID,alquiler
900,Estudio en Calle las Fábricas 1,Planta,51,Publicado ayer ,/inmueble/109417456/,"
Oficina tipo loft/estudio en alquiler situada frente al metro Puerta del Sur. Se encuentra en una primera planta con altura de segunda, totalmente diáfana y recién reformada. Dispone de una pequeña terraza o balcón, baño completo con ducha de hidromasaje y cocina equipada con placa, horno y campana extractora. Cuenta c
",ALCORCONMADRID,alquiler
1100,Piso en Calle Maestro Victoria 8,70,2,Planta 5ª exterior con ascensor,/inmueble/109386372/,"
Particular alquila! Piso de 70 metros, muy luminoso. Se distribuye en dos habitaciones con vestidores, salon amplio, cocina amueblada y baño.
Cerramiento en climalit, calefaccion individual por gas natural. El baño cuenta con mampara, lavabo con mueble, inodoro y toallero calefactado.
la cocina cuenta con placa de indu
",ALCORCONMADRID,alquiler
1500,Piso en Calle Tomillo s/n,50,1, sin ascensor,/inmueble/109389821/,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para el
",ALCORCONMADRID,alquiler
1500,Piso en Calle Tomillo s/n,50,1, sin ascensor,/inmueble/109389822/,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para el
",ALCORCONMADRID,alquiler
1500,Piso en Calle Tomillo s/n,50,1, sin ascensor,/inmueble/109389823/,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 5 meses
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para
",ALCORCONMADRID,alquiler
1500,Piso en Calle Tomillo s/n,50,1, sin ascensor,/inmueble/109258385/,"
DISPONIBLE EN: Diciembre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para
",ALCORCONMADRID,alquiler
1854,Piso en Calle Tomillo s/n,50,1, sin ascensor,/inmueble/109177599/,"
DISPONIBLE EN: Septiembre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para
",ALCORCONMADRID,alquiler
1636,Piso en Calle Tomillo s/n,50,1, sin ascensor,/inmueble/109258384/,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para el
",ALCORCONMADRID,alquiler
1500,Piso en Calle Tomillo s/n,50,1, sin ascensor,/inmueble/109177586/,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 5 meses
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para
",ALCORCONMADRID,alquiler
1500,Piso en Calle Tomillo s/n,50,1, sin ascensor,/inmueble/109258383/,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para el
",ALCORCONMADRID,alquiler
1636,Piso en Calle Tomillo s/n,50,1, sin ascensor,/inmueble/109258382/,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para el
",ALCORCONMADRID,alquiler
1500,Piso en Calle Tomillo s/n,50,1, sin ascensor,/inmueble/109258380/,"
DISPONIBLE EN: Octubre.
Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".
No se aceptan alquileres inferiores a 1 mes
Edad aceptada: No hay preferencia
*************
¿CÓMO FUNCIONA SPACEST.COM?
Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para el
",ALCORCONMADRID,alquiler
1200,Dúplex en Avenida M-40 15,145,1,Planta 2ª exterior con ascensor,/inmueble/104325064/,"
 Se alquila exclusivo loft dúplex con gran terraza privada 
Recién pintado en blanco.
Un espacio diferente, amplio y lleno de luz, distribuido en tres plantas que combinan diseño, comodidad y estilo.
En la planta principal se encuentra un gran salón con cocina abierta integrada, perfecto para disfrutar tanto del d
",ALCORCONMADRID,alquiler
1130,Piso en Calle Estocolmo Parque oeste - Fuente Cisneros,95,3,Planta 3ª exterior con ascensor,/inmueble/109407151/,"
Obtén MEDIO MES gratuito firmando el contrato antes del 30/09/25. *Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.
Estupenda vivienda de 3 dormitorios ¡Con garaje y trastero incliudos!
*Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción qued
",ALCORCONMADRID,alquiler
1800,Piso en Calle Liverpool Parque oeste - Fuente Cisneros,136,4,Bajo exterior con ascensor,/inmueble/109409558/,"
Por razones operativas se dará preferencia a los contactos online y no por teléfono. Información más detallada en nuestra Web.
Exclusivo BAJO CON JARDÍN de 4 dormitorios EN UNA SOLA PLANTA, que además dispone de 2 TERRAZAS de 50 m2 y 16 m2, ubicado en la mejor zona de Parque Oeste, en Alcorcón, rodeado de todo tipo de
",ALCORCONMADRID,alquiler
1270,Piso en Calle Estocolmo Parque oeste - Fuente Cisneros,93,2,Planta 3ª exterior con ascensor,/inmueble/109355090/,"
Obtén MEDIO MES gratuito firmando el contrato antes del 30/09/25. *Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.
Estupenda vivienda de 2 dormitorios ¡con garaje incluido!
*Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción quedará sin efe
",ALCORCONMADRID,alquiler
1000,Piso en Calle Estocolmo Parque oeste - Fuente Cisneros,69,1,Planta 1ª exterior con ascensor,/inmueble/109407152/,"
Obtén MEDIO MES gratuito firmando el contrato antes del 30/09/25. *Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.
Vivienda de 1 dormitorio y además ¡con garaje y trastero incluidos!
*Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción queda
",ALCORCONMADRID,alquiler
1500,Estudio en Calle Tomillo 6,Bajo,41,,/inmueble/105613256/,"
Contáctanos preferiblemente por Whatsapp al 6 5 6 9 3 3 3 9 1 seis cinco seis nueve tres tres tres nueve uno.
¡Descubre una nueva forma de vivir en nuestro coliving!
Tarifas habitación individual
• Estancia mayor a 10 meses: 1.500 €
• Estancia entre 4 y 10 meses: 1.636 €
• Estancia entre 1 y 4 meses: 1.854 €
• Est
",ALCORCONMADRID,alquiler
1000,Piso en Calle Matadero 10,91,3,Planta 5ª exterior con ascensor,/inmueble/108745076/,"
Se alquila estupenda vivienda exterior y muy luminosa de 91m2 (82 útiles) según catastro. Consta de 3 dormitorios, 1 cuarto de baño, salón y cocina independiente equipada con electrodomésticos. Dispone de puerta blindada, suelos de parquet, armarios empotrados, terraza, ventanas de aluminio y calefacción central con co
",ALCORCONMADRID,alquiler
1500,Chalet adosado en Calle Tomillo 6,41,1,,/inmueble/105501989/,"
Contáctanos preferiblemente por Whatsapp al 6 5 6 9 3 3 3 9 1 seis cinco seis nueve tres tres tres nueve uno.
¡Descubre una nueva forma de vivir en nuestro coliving!
Tarifas habitación individual
• Estancia mayor a 10 meses: 1.500 €
• Estancia entre 4 y 10 meses: 1.636 €
• Estancia entre 1 y 4 meses: 1.854 €
• Es
",ALCORCONMADRID,alquiler
1500,Estudio en Calle Tomillo 4,Bajo,42,,/inmueble/105807724/,"
Contáctanos preferiblemente por Whatsapp al 6 5 6 9 3 3 3 9 1 seis cinco seis nueve tres tres tres nueve uno.
¡Descubre una nueva forma de vivir en nuestro coliving!
Tarifas habitación individual
• Estancia mayor a 10 meses: 1.500 €
• Estancia entre 4 y 10 meses: 1.636 €
• Estancia entre 1 y 4 meses: 1.854 €
• Es
",ALCORCONMADRID,alquiler
1400,Piso en Calle Urano Valderas - Los Castillos,90,3,Planta 3ª exterior con ascensor,/inmueble/109374130/,"
San José de Valderas
Grupo Inmobiliario Ares alquila en la Calle Urano, vivienda de 90 m² construidos, muy luminosa y bien distribuida. Dispone de 3 dormitorios, 1 baño completo, un amplio salón con acceso directo a una gran terraza perfecta para disfrutar del aire libre y una cocina espaciosa totalmente equipada, con
",ALCORCONMADRID,alquiler
1500,Chalet adosado en Calle Tomillo 6,41,1,,/inmueble/105501685/,"
¡Descubre una nueva forma de vivir en nuestro coliving!
Tarifas habitación individual
• Estancia mayor a 10 meses: 1.500 €
• Estancia entre 4 y 10 meses: 1.636 €
• Estancia entre 1 y 4 meses: 1.854 €
• Estancia menor a 1 mes: 2.072 €
Pareja o 2 personas
Precio 275 € más en todos los rangos.
Tasa de reserva una m
",ALCORCONMADRID,alquiler
1290,Piso en Calle Clara Janés Leganés norte,85,3,Planta 4ª exterior con ascensor,/inmueble/109418979/,"
Vivienda en Leganés Norte, con plaza de garaje y trastero incluidos en en el precio, compuesta por 3 amplias habitaciones con armarios empotrados, gran salón independiente, cocina amueblada y equipada con electrodomésticos, 1 baño completo, armarios empotrados, calefacción Individual de gas natural y aire acondicionado
",LEGANESMADRID,alquiler
1200,Piso en Avenida Rey Juan Carlos I 73,62,2,Planta 2ª exterior con ascensor,/inmueble/109152923/,"
Alquiler de loft/piso en Leganés – Avenida Juan Carlos I, 73
Loft completamente nuevo de 62 m², sin amueblar, solo con cocina equipada con electrodomésticos nuevos, ideal como vivienda.
•2 habitaciones amplias
•Cocina equipada con electrodomésticos nuevos
•Baño completo
•PRIMER PISO con ascensor
Contrato: 11 meses re
",LEGANESMADRID,alquiler
1150,Estudio en duero Batallas,Bajo,53,,/inmueble/109304378/,"
¡HOGARES INMOBILIARIA ALQUILA!
Descubre este encantador piso en planta baja, actualizado y listo para entrar a vivir, ubicado en el barrio de San Nicasio.
Con una superficie de 60 m², este hogar cuenta con un amplio dormitorio que ofrece el espacio perfecto para descansar y disfrutar.
La vivienda cuenta con un ampl
",LEGANESMADRID,alquiler
850,Piso en Calle de Sevilla Las Dehesillas-Vereda de los Estudiantes,50,1,Bajo exterior con ascensor,/inmueble/109362408/,"
Vivienda de 50m2 compuesta por 1 amplia habitación, gran salón comedor de paso con cocina americana, amueblada y equipada con electrodomésticos, 1 baño completo con plato de ducha, armarios empotrados, calefacción Individual de gas natural y aire acondicionado. Vivienda completamente exterior con suelos de tarima y amu
",LEGANESMADRID,alquiler
1000,Piso en Calle Juan Muñoz Casco Antiguo,65,1,Planta 3ª exterior con ascensor,/inmueble/109333040/,"
Vivienda exterior de obra nueva de 65 m², ubicada en una finca con ascensor. La propiedad se distribuye en un amplio salón independiente, 1 dormitorio, 1 baño completo y cocina americana totalmente amueblada y equipada con electrodomésticos.
La vivienda cuenta con ventanas tipo Climalit, aerotermia y armarios empotrad
",LEGANESMADRID,alquiler
850,Estudio en Calle del Tulipán Casco Antiguo,Bajo,35,,/inmueble/109174951/,"
******LEER LA DESCRIPCION COMPLERTA! ******
La casa de tus sueños pone a su disposicion este bonito estudio nuevo a estrenar en alquiler.
Situado en el corazón de Leganés, junto al metro de ""casa del reloj"" con todos los servicios, comercios y medios de transporte a su disposición.
Es un estudio que se compone de salón
",LEGANESMADRID,alquiler
