Descripcion,Descripcion_larga,Distrito,Habitaciones,Link,Localidad,Operacion,Precio,Tamano
Bajo exterior con ascensor,"
MO inmobiliaria presenta éste fabuloso bajo con jardín en el Norte de Alcobendas.
Situado una de las zonas más tranquilas y bien comunicadas del norte de Madrid.
Ofrecemos éste bajo con un amplio jardín privado, orientación oeste-norte, y acceso directo a las zonas comunes de una urbanización de alto nivel. Se vende
",ALCOBENDASMADRID,3,/inmueble/108668283/,Piso en Avenida del Doctor Severo Ochoa Norte,venta,1020000,230.0
Planta 4ª exterior con ascensor,"
Se pone a la venta precioso piso en zona Fuentelucha de 63 m².
Ideal para personas solas, parejas o pequeñas familias
Ubicación: Fuentelucha, Alcobendas (Madrid)
Planta: 4ª con ascensor,
Distribución: 2 dormitorios, 1 baño, cocina, lavadero, salón comedor, hall y pasillo distribuidor.
Edificio: Piscina comunitaria, p
",ALCOBENDASMADRID,2,/inmueble/109424066/,Piso en Calle del Encanto Norte,venta,380000,63.0
Semi-sótano interior sin ascensor,"
*Inmobiliaria con llaves* *SIN COMISIONES DE AGENCIA*. Se vende vivienda en Alcobendas. Piso de 66 m2 construidos. Se distribuye en salón-comedor de paso, 3 dormitorios, cocina y un baño. La vivienda está ubicada en la planta sótano del edificio y necesita reforma completa.
",ALCOBENDASMADRID,3,/inmueble/105408464/,Piso en Calle del Capitán Francisco Sánchez 36,venta,191400,66.0
Planta 4ª exterior sin ascensor,"
Huspy presenta en exclusiva este piso en el centro de Alcobendas. Propiedad con inquilinos. No cobramos comisión al comprador.
Tiene 3 habitaciones, 1 baño, cocina independiente y balcón, calefacción y AA. Sin reformar, ofreciendo la posibilidad de actualizar la vivienda según necesidades.
Inmejorable ubicación con t
",ALCOBENDASMADRID,3,/inmueble/109315344/,Piso en Travesía del Cañón Alcobendas Centro,venta,260000,82.0
Planta 1ª interior sin ascensor,"
REDPISO Alcobendas Centro gestiona en EXCLUSIVA esta fantástica vivienda de construcción seminueva (2014).
La propiedad, con muy poco uso y en excelente estado de conservación, destaca por su ubicación privilegiada dentro de la urbanización y por la calidad de sus acabados.
Situada en una segunda planta con ascensor,
",ALCOBENDASMADRID,2,/inmueble/109424811/,Piso en Alcobendas Centro Alcobendas,venta,437000,114.0
Planta 4ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,2,/inmueble/108494763/,Dúplex en Calle Francisco Largo Caballero 26,venta,471700,89.0
Planta 4ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,2,/inmueble/108495046/,Dúplex en Calle Francisco Largo Caballero 26,venta,487700,89.0
Planta 4ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,3,/inmueble/108494792/,Piso en Calle Francisco Largo Caballero 26,venta,523700,102.0
Planta 4ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,2,/inmueble/108494863/,Dúplex en Calle Francisco Largo Caballero 26,venta,481700,90.0
Planta 5ª exterior con ascensor,"
¡Descubre tu nuevo hogar en Alcobendas! Este espectacular penthouse de 60 m², ubicado en una urbanización privada, te ofrece la combinación perfecta de comodidad y exclusividad. Con una orientación sur que garantiza luz natural durante todo el día, este inmueble cuenta con 1 dormitorio y 1 baño, ideal para parejas o so
",ALCOBENDASMADRID,1,/inmueble/105353595/,Ático en Calle Salvador Allende 15,venta,475000,59.0
Planta 4ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,3,/inmueble/108494762/,Piso en Calle Francisco Largo Caballero 26,venta,517700,102.0
Planta 4ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,3,/inmueble/108494834/,Dúplex en Calle Francisco Largo Caballero 26,venta,463700,96.0
Planta 4ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,3,/inmueble/108494759/,Dúplex en Calle Francisco Largo Caballero 26,venta,457700,96.0
Planta 4ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,3,/inmueble/108494757/,Dúplex en Calle Francisco Largo Caballero 26,venta,461700,100.0
Planta 1ª exterior con ascensor,"
Inversión Inmobiliaria os presenta el inmueble que estabais esperando un piso que hace estar en el municipio de Alcobendas y al lado de los servicios necesarios para un buen lugar donde residir.
Dispone de 3 dormitorios 2 de ellos amplios con los armarios empotrados, 1 baño con plato de ducha, salón de paso de 25 metro
",ALCOBENDASMADRID,3,/inmueble/109420840/,Piso en Calle del Pintor Velázquez Ensanche,venta,411000,100.0
Planta 3ª exterior con ascensor,"
ABSTENERSE AGENCIAS
Se vende magnífica vivienda en Alcobendas, ideal para familias que buscan comodidad, tranquilidad y espacios abiertos. El piso cuenta con tres amplias habitaciones y dos baños completos, lo que garantiza espacio y privacidad para todos los miembros del hogar. La cocina independiente, totalmente amu
",ALCOBENDASMADRID,3,/inmueble/109417271/,Piso en Calle del Pintor Velázquez 26,venta,560000,95.0
Planta 2ª exterior sin ascensor,"
""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES
Excelente piso de 3 dormitorios y 2 baños. Se encuentra en la planta 2 de un edificio residencial y cuenta con terraza y trastero.
La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y ca
",ALCOBENDASMADRID,3,/inmueble/108445818/,Piso en Ensanche Alcobendas,venta,330000,96.0
Entreplanta exterior sin ascensor,"
¡Grupo Inmobiliario Milenium presenta en exclusiva este magnífico bajo en Alcobendas!
Reformado íntegramente, para entrar a vivir, ideal tanto como primera vivienda como para inversión, importante mencionar que ¡NO ES UN LOCAL RECONVERTIDO A VIVIENDA!
Ubicado junto al Paseo de la Chopera, la vivienda disfruta de un e
",ALCOBENDASMADRID,1,/inmueble/109378461/,Piso en Calle del Dos de Mayo Alcobendas Centro,venta,236000,52.0
Planta 1ª exterior con ascensor,"
Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS
Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva má
",ALCOBENDASMADRID,3,/inmueble/109337084/,Piso en Calle Francisco Largo Caballero 26,venta,433700,99.0
Planta 3ª exterior sin ascensor,"
Grupo Milenium pone a la venta en exclusiva vivienda en Centro de Alcobendas, situada en una luminosa tercera planta, SIN ASCENSOR, con excelente orientación,
Dispone de 3 dormitorios, dos de ellos dobles, con armarios empotrados y un baño completo. Amplia cocina recientemente reformada.
La vivienda cuenta con basta
",ALCOBENDASMADRID,3,/inmueble/108665063/,Piso en Calle de Ramiro Gómez Garibay Alcobendas Centro,venta,259000,82.0
,"
INMOBILIARIA MILENIUM ofrece en venta casa - edificio en Alcobendas, vivienda reformada en zona de Valdepalitos, se trata de una casa edificable, con tres niveles, dos de ellos habitables y una zona abuhardillada.
ASESOR RONALD 6 7 4 6 1 9 6 6 3
Esta vivienda tiene el potencial de realizar dos viviendas o proyecto d
",ALCOBENDASMADRID,3,/inmueble/109390332/,Chalet pareado en Calle de Valencia Ensanche,venta,382600,102.0
Planta 2ª exterior sin ascensor,"
Inmobiliaria Garsan Alcobendas pone en venta fantástica vivienda de 110m² con 2 terrazas, 2 plazas de garaje y trastero de 15 m² en Alcobendas. 28100. Madrid.
LA VIVIENDA ESTÁ REFORMADA Y SE ENCUENTRA PARA ENTRAR A VIVIR.
ESTÁ APROBADO POR LA COMUNIDAD PONER ASCENSOR.
- DISTRIBUCIÓN: Amplio hall recibidor de 7 m². C
",ALCOBENDASMADRID,3,/inmueble/109122348/,Piso en Avenida de España s/n,venta,439000,110.0
Bajo exterior con ascensor,"
Sotomora Real Estate vende excelente bajo de 110 m2. Localizado en excelente urbanización compuesta de piscina comunitaria, zonas verdes ajardinadas y llave maestra de comunidad para un acceso cómodo.
Distribución:
•Amplio salón comedor con aire acondicionado.
•3 dormitorios (dos de ellos con split frío/calor).
•2 bañ
",ALCOBENDASMADRID,3,/inmueble/109318315/,Piso en Calle de Francisco Largo Caballero Norte,venta,475000,110.0
Planta 2ª exterior sin ascensor,"
GLOBALPISO TETUÁN vende oportunidad en Alcobendas. Actualmente alquilada hasta enero de 2026.
Se trata de una vivienda de 64 m² situada en una segunda planta exterior, muy luminosa y lista para entrar a vivir. Cuenta con:
3 dormitorios de buen tamaño.
1 baño completo.
Salón-comedor acogedor.
Cocina independiente.
La ca
",ALCOBENDASMADRID,3,/inmueble/109016676/,Piso en Calle de Arsenio Fuster Alcobendas Centro,venta,259000,64.0
Planta 3ª exterior sin ascensor,"
Cornejo Inmuebles ofrece este fabuloso piso en el centro de Alcobendas. Perfecto para quienes buscan tener todos los servicios cerca como colegios, comercios locales, centro de salud, y transporte público.
Con tres amplios dormitorios, dos de ellos con armarios empotrados. Este espacio se adapta a tus necesidades, ya
",ALCOBENDASMADRID,3,/inmueble/109329589/,Piso en Travesía de Francisco Baena Valdemoro Alcobendas Centro,venta,230000,76.0
Planta 1ª exterior sin ascensor,"
REFORMA INTEGRAL A ESTRENAR -! SIN COMISION¡ Descubra su santuario de sofisticación, a pocos pasos del Metro y todos los servicios. Este impresionante apartamento de 3 dormitorios y 1 baño es un ejemplo de modernidad, con 73m² de espacio meticulosamente diseñado que elevará su estilo de vida.
La terraza ofrece un espa
",ALCOBENDASMADRID,3,/inmueble/109355380/,Piso en Alcobendas Centro Alcobendas,venta,325000,73.0
Planta 1ª exterior sin ascensor,"
Inmobiliaria en Centro Alcobendas - Tecnocasa Estudio Inmobiliario Alcobendas Slu -
-VENDE-
Estupenda y exclusiva vivienda situada en primera planta en inmejorable ubicación a 2 minutos del metro Marques de la Valdavia y 8 min de la renfe.
Vivienda que se entrega REFORMADA a estrenar con acabados de calidad.
Estupe
",ALCOBENDASMADRID,3,/inmueble/109385842/,Piso en Marques de Valdavia s/n,venta,275000,60.0
Planta 3ª exterior sin ascensor,"
RCL INMOBILIARIA. - Vende piso, Zona Centro, Cuenta con 3 amplios dormitorios, y 1 cuarto de baño, Salon independiente
La vivienda tiene un amplio salón insonorizado y con accceso a la terraza.
La calefacción es por radiadores Electricos y el Edificio tiene acometidas de Gas, las ventanas de Aluminio, el suelo es de
",ALCOBENDASMADRID,3,/inmueble/109371768/,Piso en Alcobendas Centro Alcobendas,venta,270000,89.0
Bajo exterior con ascensor,"
¡OPORTUNIDAD! ¡IDEAL PARA PAREJAS!
VISTA HOMES ofrece en exclusiva un estupendo PISO de DOS HABITACIONES con PISCINA, GARAJE Y TRASTERO en FUENTELUCHA.
La vivienda, que ha sido rehabilitada hace cuatro años, se distribuye en un luminoso salón-comedor gracias a su gran ventanal, una práctica cocina americana, amplio
",ALCOBENDASMADRID,2,/inmueble/106675495/,Piso en Calle de la Alegría Norte,venta,379000,60.0
Planta 1ª exterior con ascensor,"
¡Descubre este exclusivo y espectacular piso de 181 m² construidos, donde el espacio y la comodidad se unen! Con 4 amplios dormitorios, uno de ellos con baño en suite y armarios empotrados, este hogar es ideal para familias que buscan confort y funcionalidad. La cocina, de diseño cuadrado y gran tamaño se convierte en
",ALCOBENDASMADRID,4,/inmueble/109334949/,Piso en Avenida de Camilo José Cela Norte,venta,725000,181.0
Bajo exterior con ascensor,"
""SE VENDE ESTUPENDO PISO BAJO-DUPLEX CON JARDIN 60M² - UN LUJO - Chopera - ALCOBENDAS""
Urbanización privada y consolidada, cuenta con piscina de adultos y niños.
Zonas comunes con jardín y juegos infantil.
Dispone de Conserje.
Piso bajo y primera planta con jardín que rompe moldes: amplitud, privacidad y estilo en un
",ALCOBENDASMADRID,4,/inmueble/107881690/,Dúplex en Calle de Jacinto Benavente Ensanche,venta,999950,306.0
Planta 2ª exterior con ascensor,"
Presentamos este encantador piso ubicado en el corazón de Alcobendas, ideal para quienes buscan un espacio que combine comodidad y potencial. Con una superficie total de construcción de 91 m², esta propiedad ofrece un diseño funcional con distribución bien aprovechada. El inmueble cuenta con tres habitaciones; una dobl
",ALCOBENDASMADRID,3,/inmueble/109384560/,Piso en Avenida de España Alcobendas Centro,venta,398000,91.0
Bajo exterior con ascensor,"
AMPLIA VIVIENDA EN PLANTA BAJA CON JARDÍN PRIVADO EN ALCOBENDAS NORTE
Your Place presenta esta exclusiva planta baja en una de las zonas más codiciadas y demandadas de Alcobendas Norte (Madrid), perfecta para quienes buscan comodidad, amplitud y un entorno tranquilo, sin renunciar a una ubicación inmejorable, rodeada
",ALCOBENDASMADRID,4,/inmueble/109011112/,Piso en CL Maestro Guerrero Norte,venta,575000,113.0
Bajo exterior sin ascensor,"
IMPERIO INMOBILIARIO ofrece POR SEPARADO 2 increíbles lofts en la calle del Manzanares, Alcobendas, donde la comodidad y el estilo se unen en un espacio de 40 m². Cada loft cuenta con un dormitorio acogedor, equipado con armarios empotrados que maximizan el espacio y ofrecen un almacenamiento práctico. La cocina, compl
",ALCOBENDASMADRID,1,/inmueble/108904474/,Piso en Calle del Manzanares s/n,venta,180000,40.0
Bajo exterior sin ascensor,"
Inmobiliaria en Centro Alcobendas - Tecnocasa Estudio Inmobiliario Alcobendas Slu -
-VENDE-
Estupenda y exclusiva vivienda situada en planta Baja en inmejorable ubicación a 3 minutos del metro y 4 minutos de la renfe.
Vivienda que se entrega REFORMADA A ESTRENAR, CONTACTE PARA MÁS INFORMACIÓN DE CALIDADES Y ACABADOS
",ALCOBENDASMADRID,1,/inmueble/108482716/,Piso en Calle de la Constitución 40,venta,205000,45.0
